ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2037-03-06,48,40953,615,Employed,Bachelor,23,12091,12,Married,0,Mortgage,252,0.1833824599651655,6,1,0.0310424125369609,1,Auto,0,27,5,,,18203,118456,,0.9392365358734832,2,2735,,0.1689417687495071,1102.1495354413853,0.3967913077258472,0,86.0
2037-03-07,49,55469,505,Employed,High School,27,12349,120,Married,1,,246,0.2800458368596765,2,0,,0,,0,21,,,504,,22094,4622.416666666667,0.8126371883395581,5,2689,0.314849,0.3148611878005929,339.1760625858701,0.1265952649413265,0,76.0
2037-03-08,59,31612,659,Employed,Master,33,29101,48,Married,1,Rent,194,0.2553732528767979,6,0,0.246028671669279,0,Debt Consolidation,0,23,,,935,74431,,2634.333333333333,0.7752077019411134,7,54259,0.194601,0.1690191245519501,838.2345233453705,,0,65.0
2037-03-09,56,50362,623,Employed,,32,25763,72,Married,3,Mortgage,211,0.4653197705531445,2,0,0.3513070426628719,0,Debt Consolidation,0,22,5,2090,115,39972,24315,,0.8829457688220649,,,0.229263,0.2445800519720647,685.4389701537349,0.2135988968238914,0,78.0
2037-03-10,56,28539,632,Unemployed,Master,34,15989,48,,0,Other,198,0.1337028412387962,3,1,0.4597552237500292,0,Home,0,27,27,5941,,115724,27750,2378.25,0.7002951468302935,3,87974,0.194989,0.1866642337875525,475.2631025381657,0.2830918122729594,0,81.0
2037-03-11,57,58286,625,Self-Employed,Associate,35,14602,60,,5,,768,0.480457948017597,3,0,0.2528536633207038,0,Other,0,26,3,2162,,48241,10634,,,8,37607,0.207102,0.2485224,427.32402843522624,0.2460949171537369,0,83.0
2037-03-12,43,215767,555,Employed,Master,19,22381,120,Married,4,,1000,0.0628747592535524,2,1,0.2598013338679936,0,Home,0,26,,945,3065,,19422,17980.583333333332,0.8893173896670546,,31325,,0.3378515983125531,653.4682715714517,0.0919585444431142,1,53.6
2037-03-13,40,32190,530,Employed,Associate,16,17328,60,Married,2,Mortgage,508,0.4332101912982286,4,1,0.0475543315357363,0,Education,0,,8,5414,797,92941,11811,,0.8109056990024512,10,81130,0.257328,0.2851695913608666,544.9384769338967,0.3925213334329531,0,74.0
2037-03-14,50,34398,613,Employed,High School,27,23432,36,Married,3,Rent,538,0.4851831314036701,,0,0.4907193139920658,0,Home,0,27,2,2466,3184,147354,,2866.5,0.8238991162561917,2,140386,0.201932,0.2423184,922.1589721362744,0.5093873965240796,0,83.0
2037-03-15,48,61208,639,Self-Employed,Master,23,13362,72,Married,0,Mortgage,577,0.5285536283940916,,,0.2712937727285303,0,Home,,32,28,,1824,,131503,5100.666666666667,0.8631099099338037,3,50761,0.208862,0.2320839094285454,,0.1808363386671102,1,60.0
2037-03-16,36,69284,556,Employed,,14,14197,96,Single,3,,360,0.4378326165805342,5,3,0.6012446069585062,0,Auto,0,22,29,,54516,270538,20371,5773.666666666667,,3,,0.2711969999999999,,393.4704598920952,0.130501205454436,1,62.400000000000006
2037-03-17,44,74795,549,Employed,Master,23,10163,36,Married,0,Mortgage,302,0.3492690344536967,4,0,0.6255010618456628,0,Other,0,29,9,1594,1793,60020,15874,6232.916666666667,0.9767520412873524,2,44146,,0.2276928411536483,392.1858464182501,0.1113741581257971,1,67.2
2037-03-18,39,83851,534,Employed,Associate,17,26452,36,Married,,Rent,369,0.2642869032484484,,0,0.2835839027927946,0,Auto,0,24,9,5029,1716,,5496,6987.583333333333,,2,41411,0.244452,0.243880538811014,,0.202099150491483,1,58.400000000000006
2037-03-19,29,33990,553,Employed,Doctorate,6,15933,36,Married,1,Rent,169,0.2643097104650872,2,1,0.2224257817149808,0,Auto,0,19,16,2315,763,57567,55712,2832.5,0.7786992748420114,2,,0.224433,0.2163110122416989,605.4520080877077,0.2734164194484405,0,75.0
2037-03-20,55,68129,614,Employed,Bachelor,35,31709,36,,2,Mortgage,415,0.1647627146181566,4,1,0.0694307281417691,0,Auto,,37,21,3243,1460,188516,,5677.416666666667,0.8883991710265389,5,152061,0.209709,0.2001487213677095,1178.660361419797,0.2807016738398855,1,48.0
2037-03-21,40,15000,522,Employed,Bachelor,20,7327,36,Married,3,Rent,1099,,2,2,0.3206634347727926,0,Debt Consolidation,,23,13,2010,286,,,1250.0,,7,33010,0.231327,0.1968967226228535,271.14041190447534,1.0961123295235802,0,80.0
2037-03-22,64,,608,Employed,High School,41,11014,60,Married,1,Rent,,0.1856168379325225,3,1,0.2541628169400951,0,Auto,0,26,9,4119,633,23988,9633,6326.833333333333,,3,14355,0.2120139999999999,0.2209921821174404,,0.1066594157764341,0,69.0
2037-03-23,20,15000,547,Employed,Associate,,20186,48,Married,1,,329,0.1620571215147361,0,0,,0,Other,0,,3,4617,201,24036,55354,1250.0,0.711780085774147,6,2344,0.241686,0.2234094060792917,639.7238871244764,0.7749791096995811,0,84.0
2037-03-24,33,38540,513,Employed,Bachelor,11,15700,84,,1,Mortgage,542,,4,0,0.013490509976195,0,Auto,0,22,27,1230,3958,100708,45194,3211.6666666666665,0.8503125392168404,4,55514,,0.2902941756561597,438.7089375191168,0.3053582576603373,0,70.0
2037-03-25,40,80152,505,Employed,Bachelor,18,12831,48,Married,3,Mortgage,302,0.1209317770384365,,0,0.1391814241830072,0,Home,0,20,10,3523,,63199,,,0.741045620977958,2,51007,0.255331,0.2475195924805704,423.6659636280165,,1,51.2
2037-03-26,53,18752,622,Employed,,27,19146,96,Divorced,5,Mortgage,229,0.1908547628620915,3,2,,0,Home,0,21,25,,418,182755,,1562.6666666666667,,8,161218,,0.2718056517337059,490.8291778843729,0.4606415387485321,0,76.0
2037-03-27,44,73124,602,Unemployed,Associate,19,19089,24,Single,2,Mortgage,262,0.4727356455862775,5,0,0.0472410277756869,0,Debt Consolidation,0,26,3,2864,1594,50817,123332,6093.666666666667,0.8850580389636278,5,4891,0.1930889999999999,0.1751099130709381,948.4969829596866,,0,80.0
2037-03-28,43,45469,637,Employed,,23,34041,12,Single,1,Rent,820,0.2271225180102105,3,0,0.2631979849880358,,Auto,0,28,2,837,300,,21997,3789.0833333333335,0.8684504530342334,4,41856,0.180541,0.1972523209937961,,1.0474555667277807,0,79.0
2037-03-29,26,83593,494,Employed,High School,5,25159,72,Married,0,Own,318,0.3677231180509305,4,1,0.4571825889568541,0,,,21,7,2381,330,17697,,6966.083333333333,0.6472306995521272,8,4447,0.293159,0.2794082773581942,723.8087096114433,0.1495544425410898,0,79.0
2037-03-30,26,24228,402,Employed,,2,38681,72,,1,Own,203,0.1751202211593393,2,1,0.333723213069555,0,Education,0,24,,13416,4313,202546,,2019.0,0.5505355267503521,6,167317,,0.3838064687667134,,0.7841614495743796,0,74.0
2037-03-31,43,19891,623,Employed,Master,19,47456,60,Single,,Rent,569,0.1946645691533272,1,1,,,,0,23,29,17383,,72548,7284,1657.5833333333333,0.6880405391043399,2,65264,0.240956,0.2495677666922371,1391.694109811653,1.1828630696164015,0,72.0
2037-04-01,23,41237,549,Employed,Associate,1,16043,48,Single,3,Own,466,0.5020176828108616,,0,0.2832623013726554,0,Auto,,23,3,,419,60386,33693,3436.4166666666665,0.8584187488928451,,26693,0.236543,0.2467715269585491,529.0551017299625,0.289561830898454,0,91.0
2037-04-02,33,73214,518,Employed,Associate,,38222,36,Single,3,Mortgage,283,,,0,0.1736928508430415,0,Education,1,28,10,1792,2428,120515,90106,6101.166666666667,0.949602506859309,,30409,0.264222,0.255838773048142,1531.5280960512948,0.2974067412327633,0,80.0
2037-04-03,46,115873,663,Unemployed,Doctorate,25,34097,36,,3,,,0.4420397293228344,2,0,0.3684120121866254,,Auto,0,21,10,3203,954,,122053,9656.083333333334,0.9868633917932692,7,1051,0.1875969999999999,0.1927494401973739,1254.605241684648,,1,59.2
2037-04-04,28,17431,580,Employed,,7,21577,72,,0,Mortgage,574,0.2425378360052262,3,0,,0,Auto,0,17,2,29229,293,29522,8633,1452.5833333333333,0.8849704502157931,4,20889,0.246577,0.2189497300028135,540.8021260234399,0.7674617355447927,0,82.0
2037-04-05,59,21505,571,Employed,Bachelor,36,28644,96,Married,1,Rent,,0.2751826148700459,,,0.1687868178291459,0,Auto,0,26,22,11394,2043,21863,,,0.9058477512284828,4,7307,0.278144,0.2651406058698434,721.4054567830947,0.5269874671656423,0,74.0
2037-04-06,54,49685,646,Employed,Bachelor,28,24258,108,Single,,Rent,658,0.4279062551827393,1,4,0.1569955822441692,0,Debt Consolidation,1,,16,5920,266,88056,,4140.416666666667,0.798685859561632,6,58199,,0.2374292438897458,545.7308393199371,,0,76.0
2037-04-07,21,58654,606,Self-Employed,Bachelor,0,21394,48,Married,0,Other,345,0.0630237996638604,3,0,,0,Debt Consolidation,0,15,27,853,287,,,4887.833333333333,0.9238716071263696,4,,0.213394,,704.5063746554438,0.2147181180459189,0,73.0
2037-04-08,28,45293,547,Unemployed,Bachelor,8,25069,60,,2,Mortgage,176,0.4560267206189514,2,1,,0,Home,0,22,13,1815,912,44657,4713,3774.4166666666665,0.7486859940533946,7,39944,0.256569,0.264208802825596,756.8366605120121,0.2471472396649404,0,86.0
2037-04-09,18,109771,473,Employed,Bachelor,,25929,36,Divorced,4,Own,182,0.2466357596728084,4,,0.4764344539992647,0,Home,0,29,4,11569,309,61765,11653,9147.583333333334,0.6831304085657853,,50112,0.274429,0.2791599973392506,1071.3401116344944,0.1370132488509162,1,64.8
2037-04-10,30,34237,431,Employed,High School,5,36696,84,Married,2,Mortgage,286,0.376479264962016,1,2,,0,,0,28,24,4222,652,125069,21711,2853.083333333333,0.948050741961316,3,,,0.3320565584148268,1129.4862181240528,0.4961250874051065,0,77.0
2037-04-11,49,15991,572,Employed,Bachelor,29,13072,60,,4,,459,0.6421754144775692,3,,,0,Debt Consolidation,0,,,14280,906,,50757,,0.6874272446993778,7,105652,0.232072,0.2114063487826297,354.67643968878355,0.6106007927124885,0,74.0
2037-04-12,35,100452,574,Self-Employed,,10,32243,84,Single,3,Other,585,0.3857307407708197,5,2,0.3931747813657993,0,Education,0,24,21,1234,874,18261,14214,8371.0,0.8834831295998975,7,4047,,,830.8961374194412,0.1691430100847498,1,64.0
2037-04-13,45,40639,593,Employed,High School,23,12385,60,Married,,Own,355,0.1415414302881342,1,1,0.4127624161650873,,Home,0,24,1,3078,806,56044,54117,3386.583333333333,0.932686697958779,6,1927,,0.1899655806173628,321.2502705467335,0.1996851115076847,0,103.0
2037-04-14,21,46757,562,Employed,High School,0,21121,36,Single,,Mortgage,172,0.1078184652999618,4,2,0.4114980568606878,,Education,,19,,11589,3824,28471,,3896.4166666666665,,2,24384,0.225121,,,0.2513477173713351,0,79.0
2037-04-15,49,99593,665,Employed,Master,30,25099,12,Single,1,,744,0.1614656791864137,2,0,0.3794478533839636,0,Auto,0,,2,2209,4565,45854,11131,8299.416666666666,,7,,0.157599,,2296.054624777477,0.3662973853315968,1,57.6
2037-04-16,33,95625,609,Employed,Bachelor,,6272,120,Single,,Own,750,,3,1,0.2657079289373721,,,0,23,10,,906,92285,75568,7968.75,0.865220813333152,9,16717,0.256772,0.2556639027249587,145.1956311988258,0.1123382752876957,0,69.0
2037-04-17,40,44547,559,Employed,Associate,,19039,48,Married,1,Rent,452,0.0936772566194481,0,,,,Auto,,13,26,20829,1717,40712,73255,3712.25,0.9980481224720724,2,4561,0.234539,0.2067667522482735,586.2499224803471,0.279682112594881,0,76.0
2037-04-18,38,93493,593,Unemployed,Master,,27524,36,Married,0,Rent,319,,4,2,0.1048185086605527,0,Other,0,16,27,1362,297,190685,19921,7791.083333333333,0.9173471048186932,6,170764,0.216024,0.2115517912563502,1039.1628173218292,0.1743227172928663,1,56.0
2037-04-19,24,68814,523,Employed,,3,20854,72,,1,Own,,0.3016971580815179,,1,0.2773677067279497,0,,0,,10,2225,1362,72392,52181,,0.953804114130516,,,0.274354,0.2741806779524272,593.0815993844853,0.1616673815301221,0,73.0
2037-04-20,26,32827,634,Unemployed,Doctorate,4,13921,36,Widowed,3,Other,156,0.1477016497389162,4,2,0.1457473932406978,0,Debt Consolidation,1,17,13,583,,8571,70975,,0.7780748740160913,6,10260,0.181921,0.2183052,,0.250926196674557,0,80.0
2037-04-21,51,55596,592,Employed,Master,29,31646,48,Single,1,Mortgage,327,0.1842280945768582,1,0,0.2243632904847162,0,Debt Consolidation,0,26,21,2302,,13894,28318,4633.0,,1,5097,0.230646,0.2372146468918537,,0.292219028690556,0,71.0
2037-04-22,44,63772,588,Employed,Associate,22,14827,48,Married,1,,203,0.5078166898885936,4,1,0.271264846332462,0,Auto,0,22,,3024,448,,32285,5314.333333333333,0.7984704340196941,3,34500,0.215827,0.229957532174643,475.1926705029362,0.1276157568530896,0,81.0
2037-04-23,52,,643,Employed,,31,24439,24,Married,0,Mortgage,457,0.2151205808490545,2,0,0.1724074577165085,1,,0,31,11,198,2802,,11332,3792.75,0.8481336723542011,6,28274,0.1779389999999999,,1232.0092803273064,0.445325761077663,0,84.0
2037-04-24,43,106323,651,Employed,,24,20843,60,Married,2,,283,0.2254363120774914,1,3,,0,Home,0,,8,36554,365,52282,15031,8860.25,0.8670879222750802,2,37251,0.200343,0.1948424072314485,546.2476321641677,0.0935919000213501,1,49.6
2037-04-25,41,70823,600,Employed,Master,13,21106,84,Married,3,,940,0.2604331157131713,1,,0.2453370488616974,,Home,0,19,20,,,44742,,5901.916666666667,,3,12428,0.246106,0.2025844269914619,471.9739940157253,0.2392399069255567,1,55.2
2037-04-26,19,66793,564,Employed,Bachelor,0,23967,96,Single,,Rent,803,0.4427930806003102,2,0,0.6290776071302714,0,Education,0,28,27,737,821,34664,7044,5566.083333333333,0.7294396524169815,3,,0.2769669999999999,0.307254210948609,673.0929975729055,0.2651941965606406,0,84.0
2037-04-27,36,91214,470,Employed,High School,13,16160,60,Divorced,0,Own,237,0.1160962143244509,3,,0.4991666353821544,0,Auto,,29,15,9214,1611,11830,23438,7601.166666666667,0.7527349833908659,4,6129,0.28616,,500.9146106611646,0.0970791252212815,1,60.0
2037-04-28,39,49202,542,Employed,High School,20,34652,12,Married,,,297,0.1601104270356485,3,0,0.5664162458970843,0,Auto,0,14,15,759,1364,148507,,,,2,124786,,0.1835995644753279,3182.834300394406,0.8487055730403819,0,78.0
2037-04-29,63,,662,Employed,High School,44,14673,48,Single,2,Mortgage,468,0.6945615741856934,3,0,0.6381829905378825,,,0,26,5,1194,429,,,5470.25,0.7389000890847217,,,0.178673,0.1790703728239845,430.3069248845638,0.164216795372161,0,80.0
2037-04-30,48,55367,638,Employed,Master,25,33486,48,Married,,,479,0.4925033647428477,3,1,0.1807416254559058,0,Debt Consolidation,0,26,20,2816,1524,14769,7345,4613.916666666667,0.7276238984274047,7,7424,0.209486,0.2166728946482098,1048.9733464329347,0.331166220983532,0,68.0
2037-05-01,58,63685,621,Employed,,35,18293,108,Single,1,Rent,594,,3,0,0.2894751979798217,0,Debt Consolidation,0,20,11,4353,1409,101664,26739,5307.083333333333,0.71729864739872,,,0.252793,0.2194372933009805,389.5440251494442,0.1853266593670932,0,69.0
2037-05-02,47,55130,550,Employed,Associate,22,8149,48,,0,Rent,390,0.411327907162655,4,1,0.3424743583998945,0,Home,0,33,1,,1929,,,4594.166666666667,0.7333163604554488,4,31033,,0.2295034110526828,260.9657784689624,0.1416939840672509,0,86.0
2037-05-03,31,100202,569,Employed,Bachelor,8,14902,48,Married,0,Mortgage,140,0.3270577228852601,2,1,,0,Debt Consolidation,0,34,14,2714,,,,8350.166666666666,0.8493834709121636,4,9042,,0.2264447460393546,474.73299452464073,0.0736192484610655,1,64.0
2037-05-04,41,42149,606,Employed,,19,42375,96,Married,0,Mortgage,331,0.2395973242187355,3,,0.1481585845478951,,Other,0,25,13,686,7628,98570,50385,3512.4166666666665,0.9134380158699764,5,48185,0.274375,0.2894126175074669,1137.4221658464965,0.4180660511556136,0,68.0
2037-05-05,42,25695,593,Employed,Associate,21,39295,48,Divorced,1,,,0.5867169007212221,2,0,,,Auto,0,19,27,6208,2766,115540,109402,2141.25,,4,6138,,0.256570687461798,1317.3513703767644,,0,85.0
2037-05-06,28,87202,602,Employed,High School,3,8290,108,Single,,Mortgage,,0.3403000372448811,2,1,0.4526524213320193,0,Auto,0,26,8,4178,140,24301,26143,7266.833333333333,0.9054247989780232,5,,0.25229,0.2884855134296487,215.8907229038189,0.0898452865168898,0,75.0
2037-05-07,35,33226,461,Employed,Associate,11,15214,36,Married,1,Other,634,,0,2,0.1787810353392834,0,Other,0,15,15,9168,1008,,11534,2768.833333333333,0.837906621908279,3,,,0.2592653346221871,612.386249632283,,0,70.0
2037-05-08,37,59548,588,Self-Employed,Master,17,8341,60,Single,,Own,661,,4,1,0.1702532059466907,0,Home,0,,,6868,5270,,,4962.333333333333,0.6124889116253645,3,130465,0.219341,0.2273876379425766,233.88650684565485,,1,57.6
2037-05-09,59,,617,Employed,Bachelor,36,23155,72,Married,1,Rent,517,0.3166295818422402,,0,0.3556540413753935,0,Education,,24,8,575,2450,152962,77666,3471.083333333333,0.7422958302161512,5,75296,0.229655,,629.8207544933452,0.330392746114809,0,74.0
2037-05-10,18,15000,553,Employed,Associate,0,15695,84,Divorced,3,,,0.2059242277426439,0,1,0.2374836108728744,0,Debt Consolidation,0,27,6,3368,,41006,43034,1250.0,0.9410376987279576,2,4953,0.264195,0.2498065830552421,397.0720533209371,0.6064576426567497,0,81.0
2037-05-11,54,55270,645,Employed,High School,32,26298,36,Married,0,,439,0.4717908677524443,4,3,0.4021541080638083,,Auto,0,19,9,3991,,110532,2641,4605.833333333333,,9,107891,0.188798,,979.4423993458169,0.3079665061000507,0,75.0
2037-05-12,28,,564,Employed,Bachelor,4,30857,120,Married,2,Mortgage,287,,4,2,0.2340743567667499,0,Debt Consolidation,0,21,16,1397,78,48716,19411,7883.0,0.8820765633005164,4,29305,0.303857,0.3458434180432593,919.70998637412,,0,69.0
2037-05-13,23,,615,Employed,Master,0,46915,60,Married,3,,720,0.2011783577038668,3,0,0.2248543027479833,0,Education,0,28,22,1573,888,94912,21807,3481.4166666666665,,7,,0.244415,0.279098527867904,,0.625661002164538,0,67.0
2037-05-14,54,30025,595,Employed,Bachelor,32,52177,36,Married,4,Own,,0.1777469011585368,2,,0.0414723254849256,0,Debt Consolidation,0,20,20,5475,1353,21413,6448,2502.083333333333,0.910895988802836,3,14965,0.239677,,1994.4432735055852,0.9294028070630148,0,70.0
2037-05-15,48,52632,527,Employed,Associate,26,57623,72,,4,,395,,,0,0.0597699054087616,0,,0,21,,3401,4213,120777,2739,4386.0,0.8740222649231466,4,118038,0.309123,0.2472984,1542.6621745662496,0.4417834415335726,0,68.0
2037-05-16,55,29603,538,Employed,High School,30,35057,72,Married,4,Rent,,0.3196832430757359,2,2,0.5446084394077833,0,Home,0,30,8,1559,6308,25848,18218,2466.9166666666665,0.8072194517834733,7,7630,0.281057,0.2362184335669249,914.9086226990984,0.4345135112113361,0,88.0
2037-05-17,49,15000,643,Unemployed,Master,25,20464,36,Married,3,Rent,362,0.6584920512559053,5,2,0.6047184272690708,0,Debt Consolidation,0,32,19,,714,30743,14553,1250.0,,2,16190,0.183964,0.1720260954749234,731.6625831027562,,0,92.0
2037-05-18,64,,464,Employed,High School,41,8869,36,Divorced,,Mortgage,689,0.2334430143115267,1,1,0.1316170833845528,0,Debt Consolidation,0,24,15,1477,2396,33415,163984,3321.4166666666665,0.83076884203501,4,1408,0.261869,,350.19689134920657,,0,72.0
2037-05-19,46,75090,579,Unemployed,High School,27,14808,24,Divorced,0,Other,392,0.7412650707232715,6,0,0.4604907610698359,0,Auto,,20,23,710,4682,41676,26435,6257.5,0.9386379751020624,4,,0.2003079999999999,0.2061139410344372,758.0952216634346,0.183794681847932,1,71.2
2037-05-20,38,,575,Employed,Master,15,11173,48,Single,1,Mortgage,319,0.2267537754076815,3,1,0.2481429396461266,0,Auto,0,22,14,725,651,574626,21265,,0.8640295561248941,4,553361,,0.2224841891627415,353.5259849031725,0.072649879091129,1,50.400000000000006
2037-05-21,44,165782,625,Self-Employed,Doctorate,20,27713,60,Married,,Mortgage,867,,,0,,0,Debt Consolidation,0,,20,10183,897,28143,61420,13815.166666666666,0.908132497191254,9,10017,0.220213,0.2002159093912435,734.55797005775,0.115927517104951,1,56.8
2037-05-22,54,77778,638,Unemployed,Bachelor,36,62439,48,Single,1,Mortgage,241,0.0479138452473704,3,0,,0,Auto,,29,4,2570,,40443,,6481.5,0.9421966191303304,7,36984,0.238439,0.2231685645879595,1977.9644294561715,0.3423535338202841,0,88.0
2037-05-23,30,71282,613,Self-Employed,Bachelor,,14092,24,Single,,Own,260,0.0160108696763531,,1,0.577734022404307,,Home,0,23,16,1748,965,41194,51261,5940.166666666667,0.7373076524285784,4,3215,0.1825919999999999,,719.835972690127,0.1649509227053326,1,65.60000000000001
2037-05-24,32,19635,517,Employed,Associate,10,10491,48,Single,4,Mortgage,192,0.2291290522121376,2,4,0.2481237650345635,0,Debt Consolidation,0,24,18,3299,2751,124391,66359,,0.9148477735173476,3,58032,0.246991,0.2588752255749371,353.06471098161643,0.3331182343661521,0,75.0
2037-05-25,36,112593,597,Employed,High School,14,13167,60,Married,0,Rent,773,0.1674915299816286,3,,,0,Debt Consolidation,0,29,17,1348,3041,57443,9958,9382.75,0.6513393442053667,6,47485,0.219667,0.2114571847471266,,0.1204648681174986,1,60.0
2037-05-26,18,82520,507,Employed,High School,0,53219,24,Divorced,1,Mortgage,161,0.0549444086613241,6,0,0.1047169663955154,0,,0,34,9,6104,1032,304103,34358,6876.666666666667,0.7856794627905905,3,269745,0.274719,0.3049324229296555,,0.4580930395056166,0,62.0
2037-05-27,41,42713,620,Employed,,19,41393,60,Married,1,,374,0.3929795542218126,5,2,0.1519059588345241,0,Debt Consolidation,0,11,13,4270,1149,87724,9067,3559.4166666666665,0.9511768325150932,4,78657,0.236393,0.2479391594347117,1209.9433305400362,0.4450008186378956,0,66.0
2037-05-28,18,51876,572,Employed,High School,0,37597,60,Single,1,Other,,0.2379038733919644,4,2,0.0294123173088454,0,Home,0,22,19,,60,67235,44020,4323.0,,5,23215,0.256597,0.2180299007062369,1034.1812536840707,0.3134816686754732,0,70.0
2037-05-29,40,89520,635,Unemployed,Master,18,11238,60,Single,2,Own,410,,4,2,0.2538686964458378,,Auto,0,22,7,5296,2257,63884,5033,7460.0,0.823705646589716,,58851,0.198738,0.1997490403589964,297.581361964391,0.0948500485206958,1,56.8
2037-05-30,50,140111,601,Employed,High School,26,34972,36,Married,,Other,735,0.3987539012605759,3,1,0.2454487968517267,,,0,28,,833,900,483684,,11675.916666666666,0.7600209183323982,10,,,0.215373813589286,1327.241337028128,0.1766235059655383,1,47.2
2037-05-31,34,51697,618,Employed,Bachelor,13,22650,96,Divorced,5,Mortgage,330,0.2161611137146509,2,0,0.0690663874919914,0,Debt Consolidation,0,26,16,2031,3302,106496,74209,,0.6657212909865636,4,32287,0.24865,0.2279323213403865,514.7747286198802,0.1960906192513794,0,66.0
2037-06-01,60,36514,456,Unemployed,Bachelor,36,33806,120,,2,Mortgage,336,0.2467428244172081,,1,0.2427819034620802,0,Home,0,25,1,,2381,69337,10318,3042.833333333333,0.5963028791693615,8,59019,,0.3215063075175426,945.335376162746,0.4210994279989305,0,87.0
2037-06-02,22,,506,Unemployed,Bachelor,0,12939,72,,5,Rent,204,,1,1,,0,Debt Consolidation,0,24,25,2076,2327,24200,23962,2842.333333333333,0.8440742826276112,5,9330,0.274939,0.2623545902092178,358.4130272390452,0.1978701866678944,0,85.0
2037-06-03,54,94701,601,Employed,Associate,31,21752,24,Divorced,0,Mortgage,512,0.1870049517728062,,2,0.1846346085419882,0,Home,0,16,23,1239,1720,91999,8220,7891.75,0.8620320082896231,4,83779,0.1962519999999999,0.1734796130750222,1079.1084729965298,0.2016166848920112,1,48.0
2037-06-04,48,21640,664,Self-Employed,Master,25,16411,36,,,Rent,395,0.6629313348074201,5,3,0.2457431049837177,,Auto,0,33,,,251,36641,,1803.3333333333333,0.7934281559745516,4,,0.169411,0.1571657441410325,574.6683444619664,0.5377088786295563,0,81.0
2037-06-05,19,,575,Employed,,0,31102,36,Single,,Mortgage,416,0.4106720223008104,3,2,0.557539289450616,0,,0,24,5,5928,1702,92028,,1250.0,0.5940720970794103,5,53451,0.228602,0.2515796334766107,1239.2099992106068,1.3241679993684854,0,90.0
2037-06-06,72,103692,611,Employed,Bachelor,54,66248,24,Married,1,Mortgage,763,0.0381442263420863,3,1,0.2634080383945401,,Debt Consolidation,0,16,14,3377,698,,65557,8641.0,,6,7399,0.2357479999999999,0.2108692135861087,3407.0256477845114,0.4825860025210637,0,65.0
2037-06-07,39,68088,604,Self-Employed,Bachelor,19,11486,84,Married,1,Own,460,0.2556429863953464,6,0,0.3260359510540781,1,Home,,17,17,3490,1840,25413,21183,5674.0,0.9277036500659034,,4230,0.234486,0.2361818836902756,280.6597039268446,0.1305357250487918,0,94.0
2037-06-08,29,40504,415,Employed,High School,,19824,36,Single,2,Rent,201,0.2803263145768748,5,0,0.3156924942766027,,Debt Consolidation,,,3,7098,729,188392,39378,,0.97960789190302,9,149014,0.297324,0.3013259259057077,,0.309302901318102,0,80.0
2037-06-09,23,18587,523,Employed,Bachelor,5,37011,48,Married,3,,279,0.2605241451374609,3,0,0.2939277472561635,0,Auto,0,,24,12719,634,24219,52936,1548.9166666666667,0.818896951051781,5,6395,0.270511,,1315.1151062868876,1.029180678723982,0,77.0
2037-06-10,37,19399,609,Employed,Bachelor,16,17943,48,Divorced,3,Mortgage,1355,,2,1,0.3374674911963421,0,Auto,0,26,16,11753,,17116,5116,1616.5833333333333,,3,12000,0.208443,0.2212552233649957,566.5369963744597,1.1886408555334562,0,76.0
2037-06-11,38,44303,572,Employed,Master,16,14595,72,,2,Own,634,,2,0,0.3555685735290373,0,Debt Consolidation,0,23,29,6497,787,109197,10657,3691.9166666666665,0.8692670452190785,1,98540,,0.2244144848447697,370.5499173502696,0.2720944181704001,1,59.2
2037-06-12,41,65499,557,Employed,Master,20,23111,48,Single,5,Own,298,0.2584670132889217,6,1,0.4658427075288718,0,Other,0,27,27,7180,143,26830,8774,5458.25,0.7822964543895469,2,,0.239611,0.2489350713599604,764.922338219043,0.194736836571986,1,63.2
2037-06-13,36,26768,564,Employed,High School,15,18008,48,Married,2,Rent,239,,2,0,,0,Debt Consolidation,1,25,8,8024,4300,54018,44584,2230.6666666666665,0.7784103666237285,5,9434,0.231008,0.2663819178142598,613.6647813173768,,0,90.0
2037-06-14,47,,584,Employed,High School,24,52872,36,,0,Rent,174,0.5823280770158478,6,2,0.1238698897481558,1,Auto,0,17,29,6050,2289,,,6459.166666666667,0.8819473178841758,6,17912,0.245872,0.2714963706968311,2162.757487459865,0.3617738336926638,0,88.0
2037-06-15,35,24069,535,Employed,High School,10,25844,48,Married,2,,562,0.1797142903850793,,,0.4262947842251537,1,Education,0,25,,993,1127,94047,27126,2005.75,0.7626448998993185,,66921,0.253344,0.3011527669434473,932.272452887,0.744994367636545,0,101.0
